review	rating
جدا راقي وخدمة ممتازة	5
غيث	5
ولا اطيب	5
حلويات ليست بلجودة ويجود شوفت حال 	1
لأن الحلويات ليست بالجودة المطلوبة	3
جميل ولكنه يحتاج إلى بئر ارتوازي لكي تمر الماء على جميع البيوت في تلك المنطقة	5
لابأس به يوجد تقريبا ما تريد	3
بيپا	5
سوبر ماركت الملاح مكان يحتوي على كل ما تطلبه من احتياج المنزل	5
مكان رائع	5
جيد	3
مكان جيد للحلويات ، لكن ثمنها غالي بعض الشيء. 	4
جيد	3
اشتريت خبز	5
جيدة	4
قرب كليه العلوم الحدث ولا اطيب	5
ممتاز	5
أطيب بيتزا وأطيب منقوشة لبنه 😋	5
يا عين عالكعك الطرابلسي	5
اطيب من هيك بعد ما صار ولا حيصير	5
أطيب كرواسون ببيروت	5
كرواسون طازج دائماً . طعم جيد و سعر جيد	5
لذيذ	5
صفوف	5
ممتاز	5
رائع	5
روعة	5
رائع 	5
انتم اذكياى برافو وشكرا لكم	5
مكان جميل	5
نااايس	2
لبنان	2
عادي	1
احسنتم	4
حسن	5
برامج رائعة ومفيدة اتمنى لكم النجاح ببرامجكم المييزه	5
مكان ضيق.. تشكيلة قليلة... قد لا تجد كل ما تريد.	3
ممتاز	5
حلوو	5
انا	5
رائع	5
تمام	5
عمادرس هونيك كتير منيحة	5
مكان منظم و لا باس به	4
مركز فني	4
الطعام هنا جيد جدا	5
ممتازة وجيدة	5
جيد نوعا ما	5
أنه جميل جدا وفيه خدمة ممتازة	5
ايى	5
ولا اطيب	5
فرن طيب	4
كتير حلو	5
وسط ، مقبول ، يحتاج الأمر إلى إهتمام أكبر بالنظافة لا يوجد مواقف سيارات اسعار مقبولة مهما كان الزبون ميسور سوف يبحث عن طعام لذيذ وأسعار مقبولة اصبح اللبناني لا يشبع يريد أن يجمع ثروة بأسرع وقت ممكن كان الطبيب والصيدلي يُضرب بهم المثل حتى أصبح كل صاحب مهنة طبيب وصيدلي ومع ذلك يلعن الدولة والغلاء أصحاب المصالح لم تعد ترحم هذا فضلاً عن الفساد الذي عم البلاد الله يعين الفقير	3
رائع وشهي	5
مطعم يحتوي على المشاوي والدجاج المشوي، طعامه جيد وصحي وشرعي	5
مطعم لذيذ	4
مقبول	3
احلا زياره عند اهلي	5
اطيب سندويش في البرج	5
لقمة طيبة	5
مطعم شعبي طعام لذيذ	4
اشتري الفروج الطازج من محلات العنان قرب المطعم	5
معروف	4
احلى عالم	5
كلو تمام	5
كلو زباله وخدمه زفت وريحتو طالعه	1
محمود غنوم	3
يا زم شو هاد 	1
ممتازة	5
حتيت	1
تسخين	3
منطقة مهملة وغير نظيفة	1
جيده	4
جيد جدا	5
جيد جدا	5
مهمه وجيده جدا	3
اللقمه الشهيه الطعم الاصيل	5
جمييل	5
جيد	5
جيد	2
نظيف وقمة طيبة	4
مهمه وجيده جدا	3
احب مطعم شمس الدين لانو اكلو طيب 	5
لم ارى اطيب من اكلكم 🍟🍟🍟🍟🍴🍴🍴	5
رائع	5
الذ همبرغر خدمة ممتاذة للدليفري	5
لقمة طيبة وأسعار مقبولة جدا	5
حي سلم	5
جيد	5
ممتاز ممتاز ممتاز ممتاز	5
الموقع جميل وله اطلالات على ملعب الغولف . جودة الطعام ممتازة قياسا مع الاسعار التنافسية. مشكلتي مع هذا المكان عدم توزيع الطاولات بشكل يمنع حديث الآخرين من الوصول إليك. زيارته سببت لي الصداع إذ تشعر أن كل زوار المطعم يجلسون معك على نفس الطاولة ويصلك صوتهم بشكل قوي ومرتفع علما انني ذهبت باكرا. لكي اكون منصفا لولا ازعاج باقي الزبائن لبقيت وقتا أطول ولنويت تجديد زيارتي.	3
مكان رائع	5
حلووووو مكان هادء وجميل	5
الاسعار غالية كتير	1
ممتاز	4
مكان هاديء ورائع	4
رائع وعلى البحر 💙	5
رائعة	5
مكان رائع اطيب لقم	5
حلو	5
لقمة طيبة و نظيفة و خدمة دليفري ليش عالروسة بل في منطقة بءر العبد	5
ممتع	5
مأكولات شهية	5
الروشة هو ممان على بحر يوجد في صخرة الروشة مكان سياحي	5
لقمة رخيصة ولذيذة	4
جيدا جدا	5
رائعع	5
جميله	1
رووعة	5
جميلة	4
 يعني شوي بدو نظافة اكثر بس منيح بيستاهل 4 نجوم و سعره رخيص و ططيب بس مش بكل شي مختص في اشيا بي غير مطاعم اطيب	4
صالح للسياحة والسباحة	5
أفضل مطعم في لبنان	5
الاكل غير لذيذ والخدمه بطيئه والمعامله غير مريحه الحديقه جميله لكن السيارات مزعجه لاتشعر بلهدوء لكن العاب الاطفال ممتعه بلنسبه لهم امان وفرح لكن من الافضل تغيير مكان الحديقه عن الشارع اذا كان ممكن	2
بدن يسرعو الدلفري شواي	4
الاكل غير لذيذ والخدمه بطيئه والمعامله غير مريحه الحديقه جميله لكن السيارات مزعجه لاتشعر بلهدوء لكن العاب الاطفال ممتعه بلنسبه لهم امان وفرح لكن من الافضل تغيير مكان الحديقه عن الشارع اذا كان ممكن 	2
كانت متعتي خلال الصيف المنصرم قضاء أمسياتي في حديقة هذه الاستراحة التي تجمع ما بين الحديث والأصيل، فخدماتها تصل للزبائن بكل ما تحتويه الحداثة من أناقة، بينما الأجواء تشعرك بأنّك في حديقة قرويّة بكل ما فيها من هدوء وسكينة وأيضاً من حيويّة.	5
لانهو جميل وا نظيف وا جي	5
مكان جميل ونظيف 	5
احب ذلك	4
شاورما رائعة و خدمة سريعة!	4
شورما على الطريقة التركية	4
مطعم محترم ونضافه ممتازة ولكن الشاورما ناشفه بس الفروج طيب	4
جيد جدا	4
راحتك كأنك في بيتك	4
ممتاز من حيث الاسعار والجوده	5
خدمة سريعة واسعار جيدة واكل طازج	5
انه افضل من رائع حيث اتيت مع العائلة وتناولنا العشاء كان وقت ممتعآ	5
وين صير المحل لنجرب	5
اسعاره جيدة	5
من اكثر المطاعم ترويجا في الضاحية وغير مكلف ويراعي اصحاب الطبقة الفقيرة من حيث المادة يباع كافة انواع الدجاج النئ والمشوي فيه صالة طعام	5
بحاجة الى توظيف اكبر عدد من اللبنانيين	1
مؤسسة عائلية شاملة باسعار تشجيعية وخدمة جيدة	4
اكل طازة يومي شرعي وذبح حلال ونظافة جيدة واسعار مقبولة ليست مكلفة	5
رائع	5
مطعم مرتب وجوده واسعار معقوله وعلى مستوى مميز جدا	5
منيح طيب	5
ممتاز	4
فروج شي تمام وسعرو جميل وشاورما طيبة	4
 هذا المكن جيد جدآ...يقدم ماكولة شهيا	5
طيب	5
جيد	3
العشاء رائع جدا هناك والتقديم للطعام سريع جدا ولذيذ	5
كتير منيح ونضيف وانا زبون من أكثر ٤ سنوات	5
غود	5
مو زياده ول اكل كلو بارد وخدمه مو منيحا انا بنصح لالالا	1
لقمة طيبة ومشهور وبيضل أسعارو لا بأس فيها بركي يبعتلنا دعوة يعزمنا ناكل عندو	4
تمام	1
احسن معامله واجمل طعمه حرقوص	5
يهتم بزبائن ويقدم طعام لزيز وا شهي وأسعار مدروسه	5
ممتاز	4
جميل	5
حرقوص من افضل المطاعم اخوة وهمن رضى زبونهن بعتقد ورأي انا وكتير من العالم انو حرقوص الافضل تعاملن وجوده ونظافه وسعر شكرا ابو عصام شكرا ابو احمد شكرا ابو علي 	5
كان من قبل جيد	1
جيد جدا ..	4
البضاعة جيدة جدا	5
احلا سمك	5
عروضات رائعة علي اسعار الدجاج	5
محل شعبي جدا وجربت من عنده الدجاج المقلي وكان لازال الدجاج نيئ 😣😣	2
مكان ظريف	1
طعام جيد	3
ممتاز	5
خدمه دلفيريه شي سيئ كتير	1
